Name,Form,Temper,Temper Code,Tensile Strength,Thermal ConductivityBtu/ sq ft/ ft hr/ °F at 68°F,Cu(1.2.3,Pb,Zn,Fe,P,Ag,As,O,Sb,Te,Ni,Bi,Cd,sn,S,Mn,Zr,Mg,Co,Al
"C12200 Phosphorus-Deoxidized, High Residual P",Pipe,Hard,H04,50,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12200 Phosphorus-Deoxidized, High Residual P",Tube,Hard Drawn,H80,55,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12200 Phosphorus-Deoxidized, High Residual P",Tube,"Light Drawn, Light Cold Rolled",H55,40,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12200 Phosphorus-Deoxidized, High Residual P",Tube,Nominal Grain Size 0.025 mm,OS025,34,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12200 Phosphorus-Deoxidized, High Residual P",Tube,Nominal Grain Size 0.050 mm,OS050,32,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,1/2 Hard,H02,42,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,1/4 Hard,H01,38,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,1/4 Hard,H01,38,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,1/8 Hard,H00,36,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,1/8 Hard,H00,36,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,As Hot Rolled,M20,32,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,As Hot Rolled,M20,34,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Extra Spring,H10,57,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Hard,H04,45,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Hard,H04,50,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Hard,H04,50,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Nominal Grain Size 0.025 mm,OS025,34,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Nominal Grain Size 0.050 mm,OS050,32,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Nominal Grain Size 0.050 mm,OS050,32,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Products,Spring,H08,55,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Pipe,Hard,H04,50,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Tube,Hard Drawn,H80,55,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Tube,"Light Drawn, Light Cold Rolled",H55,40,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Tube,Nominal Grain Size 0.025 mm,OS025,34,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12210,Tube,Nominal Grain Size 0.050 mm,OS050,32,196,99.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,1/2 Hard,H02,45,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,1/2 Hard,H02,42,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,1/4 Hard,H01,40,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,1/4 Hard,H01,40,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,1/8 Hard,H00,36,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,3/4 Hard,H03,48,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,As Hot Rolled,M20,34,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Extra Hard,H06,55,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Extra Hard,H06,55,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Extra Spring,H10,59,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Extra Spring,H10,57,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Extra Spring,H10,59,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Hard,H04,51,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Hard,H04,50,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Nominal Grain Size 0.015 mm,OS015,33,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Nominal Grain Size 0.015 mm,OS015,33,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Nominal Grain Size 0.025 mm,OS025,34,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Spring,H08,55,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Spring,H08,59,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Products,Spring,H08,59,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Rod,As Hot Rolled,M20,32,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Rod,Hard,H04,48,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Rod,Nominal Grain Size 0.050 mm,OS050,32,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Shapes,As Hot Extruded,M30,32,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Shapes,As Hot Rolled,M20,32,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Shapes,Hard,H04,40,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Shapes,Nominal Grain Size 0.050 mm,OS050,32,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Wire,Hard,H04,55,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Wire,Nominal Grain Size 0.050 mm,OS050,35,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12500 Fire-Refined Tough Pitch,Wire,Spring,H08,66,202,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
c12600,fLAT PRODUCTS,Annealed,O61,38,77.4,99.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,1/2 Hard,H02,42,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,1/8 Hard,H00,36,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,As Hot Rolled,M20,34,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,Extra Spring,H10,57,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,Hard,H04,50,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,Nominal Grain Size 0.025 mm,OS025,34,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Flat products,Spring,H08,55,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Rod,As Hot Rolled,M20,32,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Rod,Hard,H04,48,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Rod,Nominal Grain Size 0.050 mm,OS050,32,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Shapes,As Hot Extruded,M30,32,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Shapes,As Hot Rolled,M20,32,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Shapes,Hard,H04,40,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Shapes,Nominal Grain Size 0.050 mm,OS050,32,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Wire,Hard,H04,55,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Wire,Nominal Grain Size 0.050 mm,OS050,35,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
C12900 Fire-Refined Tough Pitch with Ag,Wire,Spring,H08,66,218,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Flat Products,Nominal Grain Size 0.050 mm,OS050,32,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Pipe,Hard,H04,50,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Tube,Hard Drawn,H80,55,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Tube,"Light Drawn, Light Cold Rolled",H55,40,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Tube,Nominal Grain Size 0.025 mm,OS025,34,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14200 Phosphorus-Deoxidized, Arsenical",Tube,Nominal Grain Size 0.050 mm,OS050,32,112,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,1/2 Hard,H02,45,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Extra Spring,H10,58,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Extra Spring,H10,58 Min,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Hard,H04,45,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Hard,H04,51,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Nominal Grain Size 0.025 mm,OS025,32,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Nominal Grain Size 0.025 mm,OS025,32,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Spring,H08,59,218,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"C14300 Cadmium Copper, Deoxidized",Strip,Spring,H08,51,218,99.9,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"C14425 Copper
",Wire,Hard-drawn Electrical Wire,H86,116,169,99.97,0.1,0.1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,38,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,38,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,38,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,43,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,43,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/2 Hard,H02,43,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,1/8 Hard,H00,38,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,53,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,48,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,48,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,53,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,48,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Hard,H04,48,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Nominal Grain Size 0.015 mm,OS015,33,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Nominal Grain Size 0.015 mm,OS015,33,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Rod,Nominal Grain Size 0.050 mm,OS050,32,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing ,Rod,Nominal Grain Size 0.050 mm,OS050,32,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Tube,"Light Drawn, Light Cold Rolled",H55,40,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Tube,Nominal Grain Size 0.050 mm,OS050,32,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Wire,1/2 Hard,H02,51,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Wire,1/8 Hard,H00,38,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Wire,Hard,H04,56,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14500 Tellurium-Bearing,Wire,Nominal Grain Size 0.035 mm,OS035,33,205,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,1/2 Hard,H02,43,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,1/2 Hard,H02,42,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,1/2 Hard,H02,43,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,1/8 Hard,H00,38,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,Hard,H04,48,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,Hard,H04,48,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,Hard,H04,53,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,Nominal Grain Size 0.015 mm,OS015,33,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Rod,Nominal Grain Size 0.050 mm,OS050,32,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Tube,"Light Drawn, Light Cold Rolled",H55,40,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Tube,Nominal Grain Size 0.050 mm,OS050,32,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Wire,1/2 Hard,H02,51,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Wire,1/8 Hard,H00,38,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Wire,Hard,H04,56,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
C14510 Tellurium-Bearing,Wire,Nominal Grain Size 0.035 mm,OS035,33,205,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,1/2 Hard,H02,43,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,1/2 Hard,H02,42,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,1/2 Hard,H02,43,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,1/2 Hard,H02,42,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,1/8 Hard,H00,38,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,Hard,H04,48,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,Hard,H04,53,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,Hard,H04,48,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,Nominal Grain Size 0.015 mm,OS015,33,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Rod,Nominal Grain Size 0.050 mm,OS050,32,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Tube,"Light Drawn, Light Cold Rolled",H55,40,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Tube,Nominal Grain Size 0.050 mm,OS050,32,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Wire,1/2 Hard,H02,51,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Wire,1/8 Hard,H00,38,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Wire,Hard,H04,56,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"C14520 Phosphorus-Deoxidized,Tellurium-Bearing",Wire,Nominal Grain Size 0.035 mm,OS035,33,190,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
C14530*,Flat Products,1/2 Hard,H02,45,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,1/2 Hard,H02,45,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,1/4 Hard,H01,40,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,1/4 Hard,H01,40,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,3/4 Hard,H03,48,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,3/4 Hard,H03,48 Min,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Extra Hard,H06,55,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Extra Hard,H06,55,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Extra Spring,H10,59 Min,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Extra Spring,H10,59 Min,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Hard,H04,51,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Hard,H04,51,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
C14530*,Flat Products,Nominal Grain Size 0.015 mm,OS015,33,225,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0
